recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
1.0,0.401056597309,0.05,0,0.000777933000447,0.192899408284,0.00402666698547,0.999704142012,0.193195266272
1.0,0.400935475012,0.05,1,0.000772633137975,0.192899408284,0.00399923431295,0.999704142012,0.193195266272
1.0,0.400820754224,0.05,2,0.000755073722145,0.192899408284,0.00390834484051,0.999704142012,0.193195266272
1.0,0.400734180086,0.05,3,0.000734607827695,0.192899408284,0.00380241111425,0.999704142012,0.193195266272
1.0,0.400718302048,0.05,4,0.000719920872123,0.192899408284,0.00372638981283,0.999704142012,0.193195266272
1.0,0.400710049604,0.05,5,0.000710629919086,0.192899408284,0.00367829881548,0.999704142012,0.193195266272
1.0,0.40070686446,0.05,6,0.000704696922506,0.192899408284,0.00364758897101,0.999704142012,0.193195266272
1.0,0.400704512994,0.05,7,0.000701025682175,0.192899408284,0.00362858622626,0.999704142012,0.193195266272
1.0,0.40070053614,0.05,8,0.000698465233907,0.192899408284,0.00361533306371,0.999704142012,0.193195266272
1.0,0.400694025869,0.05,9,0.000696590679105,0.192899408284,0.00360563016137,0.999704142012,0.193195266272
