recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
1.0,0.401072213478,0.075,0,0.00132290400658,0.201183431953,0.00656595527495,0.999704142012,0.201479289941
1.0,0.400855078591,0.075,1,0.00127857156847,0.201183431953,0.00634592056009,0.999704142012,0.201479289941
1.0,0.40072400602,0.075,2,0.00122718628898,0.201183431953,0.00609983773052,1.0,0.201183431953
1.0,0.400662752738,0.075,3,0.00123278217258,0.201183431953,0.00611865454231,0.999704142012,0.201479289941
1.0,0.400648651875,0.075,4,0.0012019550653,0.201183431953,0.00597442370696,1.0,0.201183431953
1.0,0.400644862301,0.075,5,0.00119855841187,0.201183431953,0.00595754034134,1.0,0.201183431953
1.0,0.400637893911,0.075,6,0.00119721528202,0.201183431953,0.00595086419594,1.0,0.201183431953
1.0,0.400631356227,0.075,7,0.00119671059472,0.201183431953,0.00594835560315,1.0,0.201183431953
1.0,0.400621259242,0.075,8,0.00119633422391,0.201183431953,0.00594648481884,1.0,0.201183431953
1.0,0.400612359244,0.075,9,0.00119592442712,0.201183431953,0.00594444788773,1.0,0.201183431953
