recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
0.977804184527,0.13190063377,0.1,0,0.0176284864638,0.785433333333,0.0227552426278,0.975866666667,0.7747
0.974576271186,0.182591865058,0.1,1,0.0227189572954,0.759133333333,0.0303621132778,0.972266666667,0.748266666667
0.99568005093,0.226939633327,0.1,2,0.0201953222943,0.733033333333,0.0272492429985,0.985566666667,0.741133333333
0.987718049128,0.221317781255,0.1,3,0.0202648362499,0.749066666667,0.027114985393,0.9833,0.747366666667
0.992501363388,0.218819139272,0.1,4,0.0189586414502,0.733466666667,0.0255163411174,0.979466666667,0.743
0.982073797716,0.222707639977,0.1,5,0.0170818478515,0.732633333333,0.0232585410768,0.971933333333,0.734433333333
0.97564195957,0.228444067325,0.1,6,0.0212694278722,0.732133333333,0.0290791066019,0.965033333333,0.731433333333
0.984462169763,0.241895878185,0.1,7,0.0247654653371,0.722966666667,0.0343027822205,0.978533333333,0.721966666667
0.993263646922,0.241399920868,0.1,8,0.0156223003662,0.7175,0.021803629262,0.991333333333,0.7165
0.992033717753,0.248384997253,0.1,9,0.0119809172387,0.7197,0.0166409332452,0.988266666667,0.719966666667
0.993551902643,0.269909959062,0.2,10,0.0274192952906,0.734066666667,0.037454642506,0.992533333333,0.732066666667
0.993290111983,0.258987469984,0.2,11,0.0188222786565,0.735233333333,0.025734589358,0.993966666667,0.7314
0.997397260274,0.274395654322,0.2,12,0.0264161325898,0.73,0.0360219989861,0.992866666667,0.733333333333
0.977853492334,0.25427819979,0.2,13,0.0221814604635,0.743533333333,0.0302915064597,0.978333333333,0.732266666667
0.987758566769,0.255284346639,0.2,14,0.0250647415248,0.7461,0.0339216964742,0.988933333333,0.7389
