recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
1.0,0.275535209355,0.1,0,0.275535209355,0.587,0.275535209355,0.587,1.0
1.0,0.212170465167,0.1,1,0.212170465167,0.754,0.212170465167,0.754,1.0
1.0,0.214894030694,0.1,2,0.214894030694,0.746,0.214894030694,0.746,1.0
0.99706744868,0.291428861192,0.1,3,0.290649430151,0.568333333333,0.291621501824,0.568333333333,0.996666666667
1.0,0.24116670639,0.1,4,0.24116670639,0.725666666667,0.24116670639,0.725666666667,1.0
1.0,0.243356956455,0.1,5,0.243356956455,0.725666666667,0.243356956455,0.725666666667,1.0
1.0,0.24321324035,0.1,6,0.24321324035,0.725666666667,0.24321324035,0.725666666667,1.0
1.0,0.242704338482,0.1,7,0.242704338482,0.725666666667,0.242704338482,0.725666666667,1.0
1.0,0.243316364559,0.1,8,0.243316364559,0.725666666667,0.243316364559,0.725666666667,1.0
1.0,0.243378224898,0.1,9,0.243378224898,0.725666666667,0.243378224898,0.725666666667,1.0
1.0,0.243321216542,0.05,10,0.243321216542,0.725666666667,0.243321216542,0.725666666667,1.0
