recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
0.983870967742,0.971996579939,0.1,0,0.00043142987263,0.0268666666667,0.0161988688096,0.999366666667,0.0266333333333
0.974457215836,0.972235868892,0.1,1,0.000544008936114,0.0261,0.0206585671942,0.998433333333,0.0263333333333
0.986778846154,0.972090552095,0.1,2,0.000307880961521,0.0277333333333,0.0112502178388,0.999633333333,0.0273666666667
1.0,0.972518297838,0.1,3,0.000524395703965,0.0270666666667,0.0191618405834,0.9997,0.0273666666667
1.0,0.972942071894,0.1,4,0.000676630706062,0.0265333333333,0.0255011572636,1.0,0.0265333333333
1.0,0.972320012511,0.1,5,0.000318699923401,0.0273666666667,0.0116455514032,1.0,0.0273666666667
1.0,0.972422876478,0.1,6,0.000562853779132,0.0273666666667,0.0201019206833,0.999366666667,0.028
1.0,0.972534708375,0.1,7,0.000637017330816,0.0273666666667,0.0229142924754,0.999566666667,0.0278
1.0,0.972304300582,0.1,8,0.000312331243734,0.0270666666667,0.0115393316651,1.0,0.0270666666667
0.979746835443,0.972370537808,0.1,9,0.000683193488114,0.0263333333333,0.0253347399795,0.9983,0.0269666666667
0.991347342398,0.971988579704,0.2,10,0.000373443935369,0.0269666666667,0.013969224515,0.999766666667,0.0267333333333
1.0,0.970711575485,0.2,11,0.000359734505968,0.0269666666667,0.013339969319,1.0,0.0269666666667
0.995174909529,0.969507844982,0.2,12,0.000529136197638,0.0276333333333,0.019033676174,0.999566666667,0.0278
0.982057416268,0.969768079366,0.2,13,0.000430230744227,0.0278666666667,0.0157209772556,0.9995,0.0273666666667
0.985594237695,0.967439144789,0.2,14,0.000352021946375,0.0277666666667,0.0128631649102,0.9996,0.0273666666667
0.975757575757,0.962991068453,0.2,15,0.000269637174269,0.0275,0.0100485903454,0.999333333333,0.0268333333333
0.949367088607,0.954847391115,0.2,16,0.000543413926629,0.0289666666667,0.0195942521621,0.9983,0.0277333333333
0.985781990521,0.961015250511,0.2,17,0.000414026890784,0.0281333333333,0.0147340530528,0.999233333333,0.0281
0.989208633093,0.963213441191,0.2,18,0.00049195701377,0.0278,0.0177388346311,0.999466666667,0.0277333333333
0.986585365854,0.963053790304,0.2,19,0.000543782248889,0.0273333333333,0.0201649783272,0.999633333333,0.0269666666667
0.95632183908,0.96071866984,0.3,20,0.000570466754939,0.029,0.0205697147214,0.998733333333,0.0277333333333
0.976580796253,0.963001941145,0.3,21,0.000447211219932,0.0284666666667,0.0159149900332,0.999033333333,0.0281
0.979976442874,0.965000978694,0.3,22,0.000559850375571,0.0283,0.0199946562704,0.999166666667,0.028
0.979809976247,0.965353478665,0.3,23,0.000730183970197,0.0280666666667,0.0265521443708,0.999433333333,0.0275
0.980023501763,0.964684222926,0.3,24,0.000453330244903,0.0283666666667,0.0163068433418,0.999433333333,0.0278
0.980023501763,0.965714772702,0.3,25,0.00028944189971,0.0283666666667,0.0104115791263,0.999433333333,0.0278
0.984651711924,0.96636563296,0.3,26,0.000333572763549,0.0282333333333,0.0119990202715,0.999566666667,0.0278
0.984651711924,0.966743210826,0.3,27,0.000566388422719,0.0282333333333,0.0202281579543,0.999366666667,0.028
0.967174677608,0.966996367797,0.3,28,0.000419296350159,0.0284333333333,0.0152471400058,0.999066666667,0.0275
