recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
0.981030947054,0.1598171143,0.1,0,0.0235373011978,0.7152,0.0332886590578,0.981,0.707066666667
0.991196533923,0.183120194026,0.1,1,0.0178988368702,0.7232,0.0245402452404,0.9811,0.729366666667
0.993806175197,0.196543417307,0.1,2,0.0251018275835,0.715766666667,0.0343218097399,0.975533333333,0.731366666667
0.979167618438,0.191022887505,0.1,3,0.0210125473119,0.729633333333,0.0286678075109,0.966266666667,0.732966666667
