recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
0.925357873211,0.284941851408,0.1,0,0.239654016884,0.652,0.269072623747,0.664,0.890666666667
0.960871498444,0.217189843885,0.1,1,0.201255314121,0.749666666667,0.211402640884,0.739,0.952
0.977473498233,0.210971878444,0.1,2,0.202719406571,0.754666666667,0.20820206084,0.747,0.973666666667
0.980973451327,0.216036006243,0.1,3,0.204622990379,0.753333333333,0.210517479814,0.752666666667,0.972
0.875274725275,0.222257820315,0.1,4,0.0938457308171,0.606666666667,0.143495001249,0.801333333333,0.654
0.871382636656,0.256192498962,0.1,5,0.118894353591,0.725666666667,0.157964154461,0.786333333333,0.752666666667
0.856617647059,0.247855448708,0.1,6,0.0985572687905,0.725333333333,0.135567082243,0.790333333333,0.727
0.858455882353,0.24842407965,0.1,7,0.100258989974,0.725333333333,0.137403823628,0.790333333333,0.729666666667
0.874080882353,0.248135315843,0.1,8,0.110364227929,0.725333333333,0.146630949419,0.79,0.752666666667
0.872301332108,0.24680047695,0.1,9,0.111417998701,0.725666666667,0.147899998275,0.787,0.753333333333
0.876894809371,0.246391896022,0.05,10,0.113126821143,0.725666666667,0.149047195182,0.788,0.759
0.855764813964,0.246749264412,0.05,11,0.103691159906,0.725666666667,0.141525695959,0.783666666667,0.732666666667
0.864033073036,0.246580865033,0.05,12,0.107965725663,0.725666666667,0.145180267589,0.784666666667,0.743666666667
0.858980248048,0.24807384857,0.05,13,0.104942054807,0.725666666667,0.142648919085,0.785333333333,0.735666666667
0.873220027561,0.247819541839,0.05,14,0.113009946849,0.725666666667,0.149615993181,0.786333333333,0.755333333333
0.876894809371,0.247834778578,0.05,15,0.116603130142,0.725666666667,0.153022480501,0.785,0.762
0.866789159394,0.247747070433,0.05,16,0.110277033664,0.725666666667,0.147494917963,0.784666666667,0.747666666667
0.867707854846,0.24804642198,0.05,17,0.110818629593,0.725666666667,0.148021321808,0.785,0.748666666667
0.858520900322,0.247941375611,0.05,18,0.105109621088,0.725666666667,0.142876693822,0.784666666667,0.735666666667
0.8598989435,0.248184199624,0.05,19,0.107027373384,0.725666666667,0.144892653498,0.783666666667,0.738666666667
0.868106617647,0.247963431838,0.025,20,0.11247586595,0.725333333333,0.149834634924,0.783333333333,0.750666666667
0.864889705882,0.247860216418,0.025,21,0.110885582595,0.725333333333,0.148507476689,0.782666666667,0.746666666667
0.861213235294,0.247951044339,0.025,22,0.109192867372,0.725333333333,0.147160198614,0.782,0.742
0.865808823529,0.247872242781,0.025,23,0.111815891547,0.725333333333,0.149419899617,0.782333333333,0.748333333333
0.864889705882,0.247903364395,0.025,24,0.111210901218,0.725333333333,0.148876708457,0.782333333333,0.747
0.8671875,0.248128799728,0.025,25,0.112313397275,0.725333333333,0.149817782047,0.783,0.749666666667
0.868626550299,0.248143879347,0.025,26,0.112935141153,0.725666666667,0.150246307521,0.783333333333,0.751666666667
0.878732200276,0.247983290445,0.025,27,0.117329725103,0.725666666667,0.153572938617,0.785666666667,0.764
0.86357372531,0.247640337448,0.025,28,0.111393652105,0.725666666667,0.149187926926,0.781,0.746666666667
0.86357372531,0.247798341942,0.025,29,0.111516603759,0.725666666667,0.14935259432,0.781,0.746666666667
0.872242647059,0.248016034108,0.0125,30,0.115573287225,0.725333333333,0.15260557292,0.782666666667,0.757333333333
0.859834558823,0.247864480094,0.0125,31,0.109822248663,0.725333333333,0.148008421379,0.78,0.742
0.866727941176,0.247916704884,0.0125,32,0.113461355789,0.725333333333,0.151080367229,0.781,0.751
0.868106617647,0.247780773596,0.0125,33,0.114272514087,0.725333333333,0.151756326809,0.781,0.753
0.869485294118,0.247526274913,0.0125,34,0.114430990533,0.725333333333,0.151698175695,0.781666666667,0.754333333333
0.860294117647,0.247676175717,0.0125,35,0.109174878128,0.725333333333,0.147202082869,0.781,0.741666666667
0.849264705882,0.247677304797,0.0125,36,0.103552713826,0.725333333333,0.142373117085,0.779333333333,0.727333333333
0.862132352941,0.24767439785,0.0125,37,0.110906229939,0.725333333333,0.148867422736,0.780333333333,0.745
0.862591911765,0.247607224002,0.0125,38,0.110873981255,0.725333333333,0.148757577713,0.780666666667,0.745333333333
0.849724264706,0.247653430374,0.0125,39,0.104375577021,0.725333333333,0.143241871483,0.778666666667,0.728666666667
0.0,0.247597416521,0.00625,40,0.0,0.0,0.0,1.0,0.0
