recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
1.0,0.97101651415,0.1,0,0.000145524820343,0.0289,0.00503546091153,1.0,0.0289
0.954845814978,0.9402828134,0.1,1,0.000257483307601,0.0302666666667,0.0089094570104,0.998633333333,0.0289
0.925806451613,0.915080878173,0.1,2,0.00018261016486,0.031,0.00636272351428,0.9977,0.0287
0.953880764904,0.939335366466,0.1,3,0.000461101955896,0.0296333333333,0.0163125691944,0.998633333333,0.0282666666667
0.848214285714,0.884294441179,0.1,4,0.00023436015452,0.0336,0.00822316331648,0.9949,0.0285
0.962542565267,0.947545512042,0.1,5,0.000328247300789,0.0293666666667,0.0116125224336,0.9989,0.0282666666667
0.926327193933,0.922705037422,0.1,6,0.000396135159347,0.0307666666667,0.0138994792753,0.997733333333,0.0285
0.961451247165,0.938602462862,0.1,7,0.000327703967729,0.0294,0.0115933007451,0.998866666667,0.0282666666667
0.875127942682,0.90920248669,0.1,8,0.000233889951352,0.0325666666667,0.00820666495971,0.995933333333,0.0285
0.92576419214,0.929681398468,0.1,9,0.000263547847602,0.0305333333333,0.00932362668404,0.997733333333,0.0282666666667
0.766696349065,0.90174904241,0.2,10,0.000368024873345,0.0374333333333,0.0128231663187,0.991266666667,0.0287
0.929805615551,0.947551582528,0.2,11,0.000226582593254,0.0308666666667,0.00789486387643,0.997833333333,0.0287
0.91746031746,0.945957365909,0.2,12,0.000229560752903,0.0315,0.00794327864716,0.9974,0.0289
0.985227272727,0.963319414805,0.2,13,0.000282163462081,0.0293333333333,0.00976344159449,0.999566666667,0.0289
0.989655172414,0.962324462963,0.2,14,0.000362132800504,0.029,0.0126178676134,0.9997,0.0287
0.892227979275,0.936278106908,0.2,15,7.6088459625e-05,0.0321666666667,0.00265116584059,0.996533333333,0.0287
0.885597548519,0.93290429919,0.2,16,0.000251246462061,0.0326333333333,0.00869364920628,0.996266666667,0.0289
0.948237885462,0.956133349078,0.2,17,0.000348444936316,0.0302666666667,0.0121409385476,0.998433333333,0.0287
0.864457831325,0.927212965253,0.2,18,0.00032979370396,0.0332,0.0114910698244,0.9955,0.0287
