recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
0.990320656911,0.148935039013,0.1,0,0.0196195515605,0.726633333333,0.0272317269739,0.9921,0.720466666667
0.978798742973,0.162979711941,0.1,1,0.0264422328915,0.7531,0.0351189563815,0.968233333333,0.752933333333
0.983072100313,0.166308479909,0.1,2,0.0261920242311,0.744333333333,0.0352422285133,0.975933333333,0.7432
0.992898063539,0.190815414222,0.1,3,0.025124958547,0.704033333333,0.0351709559241,0.979666666667,0.714366666667
