recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
0.977402643801,0.157717234445,0.1,0,0.0230177199326,0.7464,0.0310365228989,0.971033333333,0.741633333333
0.98003157797,0.193395131821,0.1,1,0.0248670729031,0.7178,0.0345503976979,0.9694,0.719733333333
0.960525709015,0.193310263786,0.1,2,0.0180281639413,0.722833333333,0.025522387723,0.9594,0.706366666667
0.977085158375,0.203119137252,0.1,3,0.0151875201907,0.722966666667,0.0211103927036,0.9704,0.719433333333
0.977846470891,0.214046249881,0.1,4,0.0198269338519,0.7117,0.0279777994147,0.9715,0.708666666667
0.978761310891,0.21144644288,0.1,5,0.0143259781242,0.710966666667,0.0203157335725,0.9756,0.705166666667
0.990364376257,0.220681896182,0.1,6,0.0122491658027,0.712633333333,0.0172604496985,0.989233333333,0.709666666667
0.988617180341,0.243254318894,0.1,7,0.0253983156538,0.6911,0.036271217671,0.975133333333,0.700233333333
0.973820282294,0.227427158147,0.1,8,0.0181543966179,0.715566666667,0.0256490486266,0.9703,0.7078
0.992864854715,0.237323766559,0.1,9,0.0140907943113,0.7101,0.019718435924,0.985366666667,0.7146
0.99119662386,0.259393418359,0.2,10,0.033429917993,0.734566666667,0.045702585663,0.990166666667,0.731466666667
0.984469562122,0.232976339219,0.2,11,0.0139852647035,0.749066666667,0.0189041155765,0.986,0.7398
0.998478815266,0.237226223139,0.2,12,0.0251607612608,0.745033333333,0.0338227735728,0.998866666667,0.7439
0.996033691341,0.230826329169,0.2,13,0.017744412113,0.747966666667,0.0238180028362,0.997033333333,0.745
0.996935240295,0.23051424746,0.2,14,0.0191422910803,0.750466666667,0.025585597345,0.9977,0.748166666667
0.997211728728,0.248779159771,0.2,15,0.0422655067389,0.7412,0.0567017799019,0.991666666667,0.7454
0.998752228164,0.237954795604,0.2,16,0.0265070186121,0.748,0.0353395501894,0.996066666667,0.750066666667
0.996037511557,0.232990241625,0.2,17,0.0176795549764,0.7571,0.0234166291078,0.9961,0.755
0.998497635986,0.231642436474,0.2,18,0.0163883953867,0.754366666667,0.0217314295262,0.997966666667,0.754133333333
1.0,0.24000541857,0.2,19,0.0201841664971,0.7494,0.0268358888014,0.997266666667,0.752133333333
1.0,0.232376837151,0.3,20,0.0195405687001,0.764266666667,0.025567736436,1.0,0.764266666667
1.0,0.224925009613,0.3,21,0.0229836565817,0.774466666667,0.0296767537854,1.0,0.774466666667
