recall_of_C,mean_relative_error_of_A,eb_now,iteration,mean_relative_error_overall,invocation_truly,mean_relative_error_of_A_with_C,accuracy_of_C,invocation_of_C
0.2775202781,0.880002194389,0.1,0,0.00102468315379,0.0575333333333,0.0558918083888,0.956066666667,0.0183333333333
0.587301587302,0.909022750254,0.1,1,0.00247381113797,0.0336,0.0985582126682,0.980766666667,0.0251
0.800718132855,0.900321887456,0.1,2,0.00559109987975,0.0371333333333,0.134401439417,0.980733333333,0.0416
0.673114119923,0.895733557301,0.1,3,0.00270326823894,0.0344666666667,0.0943000548467,0.983266666667,0.0286666666667
0.70340999207,0.900023118973,0.1,4,0.00268663771716,0.0420333333333,0.0772022332517,0.9823,0.0348
0.679186228482,0.88729539244,0.1,5,0.00285608605436,0.0426,0.0817581885789,0.980333333333,0.0349333333333
0.881461675579,0.940563300529,0.1,6,0.00328715396968,0.0374,0.0846477417084,0.9897,0.0388333333333
0.904442581727,0.938366042146,0.1,7,0.00278454068655,0.0397666666667,0.0689811895925,0.9918,0.0403666666667
0.915352697095,0.939086825675,0.1,8,0.00301813248543,0.0401666666667,0.0720318015615,0.991466666667,0.0419
0.913261050876,0.940292716243,0.1,9,0.00312239478058,0.0399666666667,0.0767173164762,0.992333333333,0.0407
0.863963374755,0.93981102596,0.2,10,0.00484875795027,0.0509666666667,0.101793378942,0.989466666667,0.0476333333333
0.883529411765,0.935188953873,0.2,11,0.0046595173217,0.0566666666667,0.0869853887063,0.9899,0.0535666666667
0.933150684931,0.933760169309,0.2,12,0.00900953247152,0.0608333333333,0.141067836193,0.988833333333,0.0638666666667
0.874647092038,0.930916897619,0.2,13,0.00493820019454,0.0590333333333,0.0880249589045,0.988133333333,0.0561
0.867240319607,0.930619111989,0.2,14,0.0056265833261,0.0542333333333,0.108831398957,0.988133333333,0.0517
0.87106918239,0.927857428913,0.2,15,0.0054677672558,0.0636,0.0921016382224,0.987833333333,0.0593666666667
0.911946446962,0.928276638202,0.2,16,0.00530627459441,0.0647333333333,0.084584610963,0.9906,0.0627333333333
0.907861792689,0.922137192993,0.2,17,0.00578006745328,0.0665666666667,0.0886966872627,0.989133333333,0.0651666666667
0.862380952381,0.915678928691,0.2,18,0.00467019093135,0.07,0.0737398568107,0.9874,0.0633333333333
0.900430828147,0.915353111969,0.2,19,0.00537332679724,0.0696333333333,0.0791747563444,0.9879,0.0678666666667
0.808200455581,0.915906243221,0.3,20,0.00687060271842,0.0731666666667,0.109057186007,0.9821,0.063
0.811392405063,0.911916454091,0.3,21,0.00650644494828,0.079,0.0940690835896,0.980033333333,0.0691666666667
0.818071312804,0.907148601265,0.3,22,0.00758610921614,0.0822666666667,0.103824487447,0.979266666667,0.0730666666667
0.797408207343,0.908471062399,0.3,23,0.00743177995653,0.0771666666667,0.112545885258,0.979866666667,0.0660333333333
0.842268498006,0.91237678212,0.3,24,0.00863417285138,0.0752333333333,0.121551002131,0.980466666667,0.0710333333333
0.867659574468,0.906345394293,0.3,25,0.0066248202126,0.0783333333333,0.0932197966126,0.986533333333,0.0710666666667
0.80985915493,0.860131958086,0.3,26,0.0110333716065,0.0852,0.138262802086,0.973,0.0798
0.484130531962,0.798494260988,0.3,27,0.00653506467941,0.149133333333,0.0873671748584,0.920466666667,0.0748
0.613291320539,0.86747560843,0.3,28,0.00934812313912,0.116366666667,0.121351663424,0.949333333333,0.0770333333333
0.611993428258,0.863149419031,0.3,29,0.0111867622989,0.121733333333,0.135706780819,0.944833333333,0.0824333333333
0.579053373615,0.867639877518,0.4,30,0.00771789643432,0.1324,0.0972435502015,0.941566666667,0.0793666666667
0.597434497817,0.875313537475,0.4,31,0.0132736222071,0.122133333333,0.165851172933,0.943766666667,0.0800333333333
0.644945025476,0.876901786975,0.4,32,0.0138084301987,0.1243,0.157570523378,0.9484,0.0876333333333
0.596556886228,0.867025904862,0.4,33,0.0129771191004,0.1336,0.150140213271,0.939366666667,0.0864333333333
0.608617594255,0.869778603875,0.4,34,0.0101477048239,0.129966666667,0.120806009808,0.944233333333,0.084
0.578707657273,0.88106082767,0.4,35,0.00964870951739,0.1171,0.1335153531,0.946166666667,0.0722666666667
0.534371643394,0.873332821168,0.4,36,0.00998650569293,0.124133333333,0.141585619465,0.938,0.0705333333333
0.557074158441,0.866663824561,0.4,37,0.00891442420892,0.1317,0.114827276199,0.9374,0.0776333333333
0.634924965894,0.877249246285,0.4,38,0.0170608864116,0.122166666667,0.191051359592,0.943666666667,0.0893
0.664239708765,0.878410617328,0.4,39,0.0158359976102,0.119033333333,0.17634741214,0.9493,0.0898
0.592848335388,0.877681355373,0.5,40,0.0189738556736,0.135166666667,0.212631927608,0.935866666667,0.0892333333333
0.643255578093,0.876014269918,0.5,41,0.0146394463472,0.131466666667,0.158150302634,0.9451,0.0925666666667
0.608873023967,0.877223197989,0.5,42,0.0180651300157,0.130733333333,0.199247757526,0.9378,0.0906666666667
0.627958579882,0.875015483755,0.5,43,0.0158903456766,0.1352,0.173791604192,0.943166666667,0.0914333333333
0.596271826333,0.86755686106,0.5,44,0.0146328489127,0.141266666667,0.160038449647,0.935766666667,0.0914333333333
0.562810664257,0.867522437529,0.5,45,0.022495660807,0.147533333333,0.242236117807,0.925666666667,0.0928666666667
0.578199052133,0.880225181299,0.5,46,0.0155440734608,0.1266,0.19088096759,0.938366666667,0.0814333333333
0.640215716487,0.877757959317,0.5,47,0.015254567502,0.1298,0.167940192683,0.945566666667,0.0908333333333
0.603782976605,0.872470940943,0.5,48,0.013128775993,0.133933333333,0.150157559965,0.940366666667,0.0874333333333
